link,hashtag,imgSrc,date,title,description
237365,"['生物多樣性','海洋', '瀕危動物']",https://live.staticflickr.com/65535/53102186623_e63e9d1b38_b.jpg,2023/8/9,小頭鼠海豚寶寶帶來一線希望！ IWC發布70年來第一個滅絕警告籲100%禁刺網,管制國際捕鯨的「國際捕鯨委員會」（IWC）7日發出70多年來的第一個「滅絕警告」，呼籲墨西哥加灣（Gulf of California）100%禁用刺網，以保護僅剩10隻的小頭鼠海豚（vaquita，學名：Phocoena sinus），否則，牠們將「無可避免」的走上滅絕之路。
237369,"['生物多樣性','土地利用','氣候變遷', '台灣特有種', '高溫']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/8/8,台大發現特有種豐玉姬鱷化石、台東首件微型露營場獲土地許可、東京破17天猛暑日紀錄,台灣大學官方臉書近日分享師生的研究成果，台大生命科學系副教授蔡政修與台大生態學與演化生物學研究所碩士畢業生卓義揚，耗時超過4年研究，發現台灣生命史中目前所知最大的爬蟲類、台灣特有物種的鱷魚化石「台灣豐玉姬鱷」，研究成果發表於國際期刊。（中央社報導）
237370,['循環經濟'],https://live.staticflickr.com/65535/53101968072_f118290b2d_b.jpg,2023/8/9,材質單一化、增二手販賣 環署「品牌服飾永續聯盟」盼帶動綠色時尚,快時尚加速民眾汰換衣物，台灣每年產生71萬噸紡織廢棄物，87%須焚化或掩埋。環保署擬定「品牌服飾及百貨業紡織品循環指引」草案，鼓勵品牌服飾導入材質單一化、使用再生料、或提供修復、再製、共享等服務。回收基管會執行秘書王嶽斌表示，指引雖是鼓勵性質，仍期盼品牌服飾業者主動簽署自願性協議，加入「品牌服飾永續聯盟」，帶動社會綠色時尚風氣。
237372,"['生物多樣性', '保種']",https://live.staticflickr.com/65535/53103459041_058ddcf5ef_b.jpg,2023/8/9,搶救小米接力賽 一棒接一棒把小米種回原鄉土地上,
237384,"['循環經濟', '禁塑',  '限塑',  '限塑政策', '資源循環']",https://live.staticflickr.com/65535/53104297876_3710a2c035_b.jpg,2023/8/10,2030年禁用四種一次性塑膠產品轉彎？ 環署：禁限用不再是唯一方向,環保署2018年宣示減用四項一次性塑膠用品，塑膠吸管、飲料杯、購物袋及免洗餐具，逐步走向2030年全面禁用。資源循環辦公室昨（9）日表示，禁限用不再是唯一方向，未來會結合綠色設計、資源循環，引導市場減塑，朝向2030年減少13.8萬噸原生塑膠。當時與環保署共同提出減塑時程表的環保團體除表示遺憾，也認為過去目標「超前且負責」，環保署不願正視既有目標，恐為政策宣傳帶來負面效果。
237386,"['生物多樣性','氣候變遷', '瀕危', '熱浪', '全球暖化']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/8/9,基隆擱淺瀕危玳瑁養傷後成功野放、瑞士高齡婦合力提告政府抗暖化不力、夏威夷毛伊島野火至少6死,今年5月6日在基隆八斗子漁港內發現的擱淺海龜，經基隆市動物保育防疫所及中華鯨豚協會的救援及照顧後，9日下午在基隆潮境保育區內成功野放，野放的玳瑁身長約60.5公分，仍屬於亞成龜。基隆市動保所表示，玳瑁屬一級瀕臨絕種保育類野生動物，為強化海龜保育效能，市府目前已建立與各單位的合作，對於海龜救援、收容、醫療、野放有良好模式，本次救援是國內成功的案例。（自由時報報導）
237387,"['生物多樣性', '復育', '社區保育']",https://live.staticflickr.com/65535/53105635985_2356367845_b.jpg,2023/8/11,2023國際青年日 看菲國青年運用區塊鏈、手機App 培力在地復育藍碳生態系,"2020年，一位來自菲律賓民答那峨島（Mindano）、專攻海洋科學的青年——李維拉（Frances Camille Rivera），創辦環境保護非營利組織?Oceanus Conservation，藉由手機開源資料蒐集工具以及區塊鏈，訓練在地居民成為公民科學家，保護與復育藍碳生態系。截至目前為止，該組織已訓練超過200位在地成員，種下超過8,000株紅樹林幼苗，建立五處紅樹林苗圃銀行（mangrove nursery bank）。"
237392,"['生物多樣性', '動物救援']",https://live.staticflickr.com/65535/53106522145_7b14ffddf5_b.jpg,2023/8/24,屏氣凝神一瞬間——麻醉與捕捉現場 看不見的獸醫專業,2023年3月，逃跑狒狒的新聞席捲各大社群媒體版面，大家每天忙著刷臉書和IG的動態，查看狒狒的最新消息。在追捕的17天，首先傳來了狒狒被捕捉的消息，然而緊接著讓大家錯愕的是，狒狒在捕捉的過程中被射殺身亡。
237393,"['氣候變遷', '熱浪', '高溫紀錄', '聖嬰現象']",https://live.staticflickr.com/65535/53107889801_f4b07b92e2_b.jpg,2023/8/11,地球沸騰：歐盟監測機構證實2023年7月是史上最熱月份 海洋溫度也創高,7月熱浪跟野火席捲全球，各地傳來高溫災情。歐盟氣候監測機構「哥白尼氣候變化服務」（Copernicus Climate Change Service，C3S）8日確認，2023年7月全球平均氣溫是有紀錄以來最高的月份，打破2019年7月的最高溫月紀錄，並且高出0.33°C。
237394,"['循環經濟', '資源循環', '再利用']",https://live.staticflickr.com/65535/53106702778_9d47b0331f_b.jpg,2023/8/11,實現「衣服變衣服」循環鏈 環保署擬補助舊衣回收廠智慧化,舊衣回收去了哪裡？台灣2022年共回收8.2萬噸舊衣，其中約四成是二手衣販售，近六成品質差的，不是降級做成抹布、地毯，就是直接燒毀。環保署表示，台灣具備衣物再生技術，但衣服成分複雜，傳統回收無法妥善分選，導致再利用不易。環保署也將推出補助，鼓勵舊衣回收商轉型成智慧分選廠，接軌後端再利用技術。
237396,"['污染治理','能源轉型']",https://live.staticflickr.com/65535/53106237341_5d528bc9ba_b.jpg,2023/8/11,福島核廢水最快8月底入海 多國民間組織遞交反對連署到聯合國,日本預計最快8月底排放福島核廢水入海，週遭國家的漁民擔憂破壞生態影響生計，由韓國「韓國環境運動聯合（KFEM）」等組織發起反對連署信，昨（10日）串連日、韓、美、菲、台灣民間團體召開記者會，表示將提交到聯合國。綠色公民行動聯盟資深研究員陳詩婷指出，核廢水排放並非一次性，而是持續超過30年之久，國際從未有此前例。
237399,"['氣候變遷','污染治理', '限塑', '熱浪', '高溫', '豪雨成災']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/8/10,金門明年9月限用一次性塑膠杯、熱浪席捲西葡高溫恐破70年紀錄、罕見夏季風暴衝擊北歐,金門縣環保局為落實減塑行動，明（2024）年9月1日起金門縣轄內飲料店不得提供塑膠一次用飲料杯（包含生物可分解塑膠材質），違者依廢棄物清理法，處新台幣1200元至6000元罰鍰。環保局表示，距上路還有1年，會給業者緩衝期。金門許先生說，坊間很多飲料店已改用紙杯，業者、消費者使用習慣正在改變，政策要成功應該不難。（聯合報報導）
237403,['生物多樣性'],https://live.staticflickr.com/65535/53004455416_81edf815af_c.jpg,2023/8/14,【自然谷之星】借巢產卵的青蜂,某天在自然谷附近的水管上看到了一隻狀似蒼蠅的昆蟲，雖然說無論體型、體態都太像大頭蒼蠅了，但牠自帶搖滾明星的折射光澤實在太耀眼，還是讓我和同伴忍不住多看了幾眼，但也只是驚訝於：「哇！怎麼會有那麼漂亮的蒼蠅！」仔細一查，才發現牠來頭可不小，是生活在地球上有千萬年以上的青蜂。
237405,['生物多樣性'],https://live.staticflickr.com/65535/53106589140_d1e9d30826_b.jpg,2023/8/11,遠雄人壽三年孵育16隻領角鴞寶寶 「愛不鴞失」特展NGO與企業串聯守護,台灣猛禽研究會舉辦「愛不鴞失，擁抱自然」特展，10日於草山猛禽中心開幕。當天展現了遠雄人壽推動「守護億隻鴞」環境生態復育計畫，三年來成功協助孵育16隻領角鴞寶寶，台灣猛禽研究會理事長林思民表示，企業的參與對生物多樣性保育十分重要，貓頭鷹的保育工作若能結合政府、企業、民間三方力量，將能走得更長遠。
237409,"['循環經濟', '生態永續', '綠色生活']",https://live.staticflickr.com/65535/53115024870_157b59cf4a_b.jpg,2023/8/18,樸門在台灣：不斷循環的生命力 專訪「大地旅人環境工作室」創始人孟磊、江慧儀,在這個講求方便與效率的世代，「環保」究竟能實踐到什麼程度？除了道德性的衡量外，它究竟能為生活帶來多少實質「效益」？更重要的是，實踐的過程中，真的能為生活帶來更多美好的感受嗎？
237410,"['生物多樣性','氣候變遷', '熱浪', '高溫']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/8/14,墾丁發現2隻斷頭梅花鹿陳屍溪畔、熱浪下摩洛哥氣溫首度飆破50℃、夏威夷遇美國百年最致命野火,墾丁國家公園梅花鹿復育成功，目前族群約2000隻，不料昨晚環保團體到港口溪夜探時，發現兩隻斷頭梅花鹿陳屍溪畔，墾管處追查，至於屍體將視腐爛狀況，檢驗死因或就地掩埋。墾丁國家公園管理處副處長許書國強調，梅花鹿雖然不是保育類野生動物，但在國家公園內，依國家公園法第13條規定，可裁處新台幣3000元罰鍰；另外，也可依動物保護法中規定，處兩年以下有期徒刑或拘役，併科20萬元以上200萬元以下罰金。（中央社報導）
237413,"['生物多樣性','土地利用','氣候變遷']",https://live.staticflickr.com/65535/53115319669_9ede6ed5de_b.jpg,2023/8/16,世界襲產消失中 從六個案例看濫砍、內戰、寵物脫逃造成的危機,聯合國教科文組織（UNESCO）7月底建議將義大利威尼斯列入「瀕危世界襲產名單」，呼籲加強保護水都風采，以免因產業開發和密集觀光業的摧殘而從此傾頹。
237415,['能源轉型'],https://live.staticflickr.com/65535/53115169111_e5c13d5816_b.jpg,2023/8/14,新北核安會民間委員請辭 拒背書侯友宜重啟核四、核一二三延役政策,國民黨總統參選人侯友宜9日提出能源政見，目標2050年將核能發電占比從目前8.2%提高至18％，引發各界議論。身兼「新北市核能安全監督委員會」委員的媽媽氣候行動聯盟常務理事徐光蓉、綠色公民行動聯盟秘書長崔愫欣11日痛批，侯友宜的政策未經過市民共識，也未向委員會提出討論，拒絕為此背書，憤而辭去委員身分。
237416,"['氣候變遷', '熱浪', '極端高溫']",https://live.staticflickr.com/65535/53117122101_cd605b2a6f_b.jpg,2023/8/15,百年最熱8月1日 南美洲「冬季熱浪」 近40°C 積雪提早融化,歐美等北半球國家飽受熱浪所苦，正處於冬季的南半球也無法倖免。8月初的「冬季熱浪」襲擊阿根廷、智利、巴拉圭和巴西等國，創下多個高溫紀錄。阿根廷首都布宜諾斯艾利斯從過往的10幾度升到30°C、智利山區小鎮也出現38°C的高溫。不僅「冬天變夏天」，積雪提前融化，恐引發春夏水源不足等連鎖問題。
237418,"['循環經濟', '綠色採購']",https://live.staticflickr.com/65535/53114967892_84d129e5ed_b.jpg,2023/8/15,筆電、平板循環不買斷 公部門「產品服務化」採購合約預計年底出爐,你是否也有這樣的經驗，筆電過了保固期維修不划算，不如直接換新的？政府機關每年投注大量經費採購，近年來注意到「產品服務化」（Product-as-a-Service）的趨勢，比起設備買斷，租賃還能享有維修、管理、回收等服務，延伸使用壽命。環保署最快今（2023）年底將訂出公部門筆電、平板的產品服務化採購合約，預計能延長電子產品壽命50%，每年降低2.67公噸電子廢棄物。
237419,"['生物多樣性','氣候變遷','污染治理', '高溫', '暴雨', '洪災']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/8/14,中央大學成立台灣極地研究中心、美氣象專家稱2023年可能是歷來最暖、印度北部連日暴雨近50人罹難,中央大學14日發布新聞稿表示，因應日益加劇的全球暖化、氣候變遷議題，中央大學在跨足北極圈三年研究後，今（2023）年正式成立「台灣極地研究中心」（Taiwan Polar Institute）。首屆主任將由中央大學應用地質研究所教授倪春發擔任，副主任是水文與海洋科學研究所教授錢樺，在挪威冷岸群的「台灣極地研究站」主任，則由波蘭籍的中央大學專案助理教授張文和擔任。研究中心長期與國家海洋研究院、波蘭哥白尼大學合作，致力極區暖化與永續科學議題研究，善盡台灣的國際社會責任。（中央社報導）
237422,"['循環經濟', '減塑']",https://live.staticflickr.com/65535/53117451511_243c16719e_b.jpg,2023/8/15,循環杯上路半年僅三成民眾使用 綠色和平促設定價差增加誘因,為從源頭減塑，環保署今（2023）年起規定，連鎖便利商店及速食店須有5%門市提供循環杯。綠色和平今（15）日公布循環杯上路半年民調，顯示超過九成民眾聽過循環杯，但僅三成使用過，衛生疑慮是民眾未使用的主因，呼籲環署加強宣導，並推動價差機制，提升民眾使用率。
237424,['生物多樣性'],https://live.staticflickr.com/65535/53118066618_8ee0e0dda1_b.jpg,2023/9/5,山海不息 日本能登半島傳統與現代相融 再振千年文化,能登多變的鑲嵌地景，造就出三種氣候區。半島西側、面朝日本海的外埔（Sotoura）風力強、波濤洶湧、常降雨雪但有暖流流經，在半島上雨雪量居次。小山明子表示，為抵擋強風吹襲，外埔的輪島市居民至今仍保有使用「Magaki」竹製風障的習慣。第二種是風平浪靜的內埔（Uchiura），位於半島東側，面朝富山灣（Toyama bay），水面長年平靜，養殖牡蠣以及固定漁網是這裡常見的捕魚方式，在外埔則相對少見。第三個氣候區則是雨雪量最多的內陸山區。
